unique_id,ds,NBEATS,NHITS,MLP,TiDE,KAN,TFT,NLinear,DLinear,PatchTST,DeepNPTS,y,index,SeasonalNaive
T000423,1990-07-31,7524.418,7541.4814,7430.405,7589.5645,7570.0166,7528.2764,7474.3843,7520.306,7465.19,7402.9854,7308.0,4230,7408.0
T000423,1990-10-31,7330.2944,7325.5234,7239.964,7481.8696,7368.6665,7353.0737,7310.767,7484.348,7370.243,7422.6064,7202.0,4232,7454.0
T000423,1991-01-31,7183.896,7192.582,7076.73,7452.7666,7181.564,7195.6846,7199.481,7375.7256,7204.779,7342.177,7346.0,4234,7384.0
T000424,1990-07-31,8784.302,8790.295,8677.691,8573.749,8846.057,8759.031,8661.627,8672.751,8776.506,8546.804,8713.0,4240,8107.5
T000424,1990-10-31,8817.0625,8833.138,8691.515,8727.315,8850.383,8788.157,8729.7,8780.506,8800.141,8620.662,8894.0,4242,8288.5
T000424,1991-01-31,8996.029,9020.792,8900.605,8909.844,9068.013,8991.782,8913.502,8904.051,8995.881,8809.451,9027.0,4244,8531.5
T000425,1990-01-31,5701.4272,5706.2695,5619.4287,5750.682,5718.3193,5686.0205,5680.3667,5764.983,5686.44,5658.5625,5753.5,4250,5584.5
T000425,1990-04-30,5790.7197,5798.837,5705.666,5828.393,5804.3604,5778.363,5759.6787,5791.5815,5770.948,5709.599,5750.0,4252,5652.0
T000425,1990-07-31,5771.566,5776.4014,5702.2715,5819.6807,5805.6455,5767.194,5753.2256,5824.441,5765.284,5740.2188,5671.0,4254,5702.0
T000426,1990-07-31,6246.1367,6248.016,6159.505,6357.639,6264.9,6246.6353,6231.1636,6307.453,6245.27,6248.4355,6114.0,4260,6288.0
T000426,1990-10-31,6086.9077,6100.9287,6014.171,6273.349,6106.26,6106.041,6109.5483,6264.515,6111.812,6213.848,6128.0,4262,6226.0
T000426,1991-01-31,6140.74,6139.1553,6037.299,6296.4595,6130.967,6126.2266,6128.3164,6216.0005,6135.9004,6185.942,6144.0,4264,6212.0
T000427,1990-07-31,8337.653,8339.838,8232.105,8214.162,8381.115,8323.741,8265.225,8299.661,8303.258,8190.8027,8345.0,4270,7888.0
T000427,1990-10-31,8419.835,8435.103,8243.342,8353.3125,8371.474,8396.394,8348.314,8411.21,8379.745,8229.103,8034.0,4272,7888.0
T000427,1991-01-31,8162.884,8147.515,8051.525,8246.554,8226.115,8234.632,8057.5273,8294.069,8242.256,8147.6553,8116.0,4274,8167.0
T000428,1990-07-31,7475.965,7477.169,7354.0103,7587.5977,7482.863,7478.4985,7423.5654,7485.7183,7488.21,7418.171,7208.0,4280,7458.0
T000428,1990-10-31,7209.641,7215.89,7141.6816,7421.7656,7263.9937,7235.098,7208.1064,7413.616,7250.885,7393.3467,7088.0,4282,7478.0
T000428,1991-01-31,7046.676,7067.945,6951.753,7376.013,7044.1475,7069.1294,7081.032,7274.845,7088.148,7278.512,7238.0,4284,7346.0
T000429,1990-07-31,8487.891,8502.257,8402.391,8530.467,8566.16,8465.355,8441.53,8540.827,8442.845,8409.246,8396.0,4290,8330.0
T000429,1990-10-31,8420.404,8425.195,8285.561,8556.132,8425.838,8402.0,8399.558,8532.292,8417.686,8388.216,8438.5,4292,8351.0
T000429,1991-01-31,8483.499,8489.227,8365.525,8595.294,8515.759,8485.3125,8446.087,8531.366,8448.747,8418.854,8455.5,4294,8447.5
T000430,1990-07-31,5443.1826,5451.7783,5380.1045,5477.1685,5480.417,5429.8135,5416.9287,5476.7397,5424.177,5393.06,5424.5,4300,5331.3
T000430,1990-10-31,5446.8804,5450.597,5366.5654,5507.9077,5459.379,5436.583,5428.0415,5490.9995,5434.56,5408.005,5410.7,4302,5366.8
T000430,1991-01-31,5429.513,5433.8975,5355.3193,5507.4316,5450.5034,5421.512,5414.0454,5491.1567,5412.793,5410.4956,5400.3,4304,5406.5
T000431,1990-07-31,5019.5156,5056.0786,4856.215,5084.594,4941.269,4971.6772,4922.269,4847.1265,4996.507,4760.6216,5011.26,4310,4723.9
T000431,1990-10-31,5465.8516,5424.3228,5280.3623,4997.4575,5369.8574,5324.3755,5036.1133,4972.826,5396.246,4912.3643,5504.34,4312,5183.74
T000431,1991-01-31,4894.2246,4935.9863,4991.368,5281.5356,5119.139,4841.0884,5461.496,5341.36,4907.959,4980.419,4864.84,4314,4601.08
T000432,1990-07-31,7975.356,7965.6597,7893.548,7706.495,8067.1216,7782.2656,7825.065,8112.6445,7937.1,7788.9,8052.3,4320,7605.6
T000432,1990-10-31,7874.1367,7859.1846,7768.105,8178.9795,7882.236,7787.1,8050.4155,8094.8623,7890.905,7749.1704,7817.5,4322,7366.6
T000432,1991-01-31,8660.002,8556.998,8270.007,8012.7773,8437.596,8566.599,7882.1694,7984.245,8342.723,7897.105,9025.0,4324,8301.3
T000433,1990-07-31,5906.778,6001.5977,5758.124,6020.182,5900.8022,5555.126,5689.9893,4857.9956,5894.412,5422.741,6324.2,4330,5577.55
T000433,1990-10-31,6275.933,6371.8994,6543.4893,5534.638,6484.8164,6057.5273,6301.796,5884.0327,6467.4014,5537.059,6358.15,4332,5885.55
T000433,1991-01-31,4095.6108,4174.9565,4709.699,5758.25,4844.7515,4585.8975,6217.338,6504.988,4942.8916,5284.489,4025.4,4334,3781.8
T000434,1990-07-31,3618.5679,3614.6426,3583.6494,3475.7607,3664.2537,3577.6768,3520.164,3548.9407,3625.5508,3485.4336,3739.34,4340,3455.1
T000434,1990-10-31,3582.7207,3622.2522,3592.4077,3677.3596,3632.9448,3600.2083,3729.446,3682.3135,3589.4536,3533.7,3690.8,4342,3280.04
T000434,1991-01-31,3791.6504,3798.3818,3782.9502,3654.6816,3882.1858,3771.5544,3709.5408,3737.9673,3733.5732,3664.5742,3983.76,4344,3545.76
T000435,1990-07-31,3442.2336,3455.2266,3358.8923,3443.2292,3403.0466,3396.747,3427.9702,3460.1055,3397.9736,3362.6072,3542.56,4350,3238.3
T000435,1990-10-31,3597.0525,3609.5293,3569.6372,3530.6423,3640.506,3591.8057,3553.2227,3521.669,3586.5095,3494.8452,3676.7,4352,3379.18
T000435,1991-01-31,3741.6765,3731.3481,3651.835,3615.2444,3706.3706,3730.863,3677.0999,3647.852,3710.793,3618.6265,3692.46,4354,3389.54
T000436,1990-07-31,4487.843,4524.1943,4376.1494,4525.556,4443.695,4474.4385,4443.259,4336.2163,4459.357,4240.047,4629.82,4360,4217.79
T000436,1990-10-31,4772.923,4794.2056,4752.6304,4513.962,4849.891,4691.3804,4642.0337,4546.3833,4808.951,4490.0205,4832.81,4362,4487.61
T000436,1991-01-31,4485.7715,4542.377,4539.4736,4663.2666,4605.3564,4513.869,4805.0835,4800.6284,4515.7217,4502.7407,4329.55,4364,4089.69
T000437,1990-07-31,4220.667,4238.699,4045.9736,4277.215,4122.833,4118.0244,4072.658,4030.5974,4189.831,4066.2188,4169.92,4370,4052.2
T000437,1990-10-31,4563.1543,4556.3994,4430.479,4188.6133,4485.961,4417.658,4188.7397,4125.597,4499.671,4137.2197,4542.16,4372,4426.68
T000437,1991-01-31,3978.2007,4013.7434,4053.7358,4368.1787,4156.2646,3923.294,4497.9536,4429.8354,4000.6787,4127.9775,3939.22,4374,3838.54
T000438,1990-07-31,6052.1436,6055.844,5931.6577,6158.2905,6021.784,5999.1504,6014.9487,6056.849,6028.838,6009.6006,6087.7,4380,6002.5
T000438,1990-10-31,6134.532,6141.053,6066.769,6148.8164,6177.2886,6139.879,6091.465,6119.1104,6165.715,6029.6343,6192.9,4382,6091.9
T000438,1991-01-31,6192.292,6198.616,6043.744,6204.072,6114.543,6023.2124,6180.142,6227.71,6026.8506,6053.09,6069.0,4384,5917.8
T000439,1990-07-31,5021.701,5067.5054,4852.853,5061.435,4953.39,4570.8823,4716.6187,4065.6301,4955.586,4611.403,5240.6,4390,4766.8
T000439,1990-10-31,5265.0723,5324.4756,5494.2344,4645.7056,5438.457,5084.1113,5222.708,4877.326,5386.4595,4591.6943,5263.2,4392,5038.55
T000439,1991-01-31,3343.1904,3378.3867,3874.425,4784.293,3973.878,3812.673,5138.6753,5391.5767,4072.4224,4407.13,3321.1,4394,3208.2
T000440,1990-07-31,8287.676,8290.279,8195.908,8055.362,8367.506,8272.845,8106.2383,8032.9033,8234.28,7961.4536,8574.85,4400,7942.0
T000440,1990-10-31,8455.91,8532.346,8315.973,8346.509,8414.76,8361.021,8549.419,8433.895,8369.159,8211.603,8486.0,4402,7607.3
T000440,1991-01-31,8585.27,8612.292,8517.443,8356.782,8691.97,8579.842,8505.048,8606.212,8573.494,8359.602,8793.75,4404,7851.35
T000441,1990-07-31,3230.84,3251.212,3205.9482,3335.3936,3245.6995,3189.3345,3313.4785,3298.488,3210.71,3167.4019,3353.74,4410,3054.26
T000441,1990-10-31,3486.9492,3464.8687,3437.9346,3335.4268,3524.3364,3470.5007,3369.1606,3357.1572,3414.2344,3325.8264,3571.6,4412,3289.48
T000441,1991-01-31,3509.985,3545.7683,3467.2065,3493.8325,3507.245,3534.7083,3563.4963,3509.5896,3502.1277,3416.9858,3392.24,4414,3165.14
T000442,1990-07-31,7386.7373,7407.6567,7104.635,7410.93,7224.117,7244.58,7158.2256,7030.6685,7303.524,7051.3433,7420.86,4420,7068.1
T000442,1990-10-31,7749.013,7766.3496,7643.2983,7329.5117,7779.671,7641.6797,7436.144,7308.716,7763.513,7180.416,7772.28,4422,7466.36
T000442,1991-01-31,7037.125,7124.319,7177.714,7526.4263,7314.1616,7025.624,7714.3833,7716.636,7058.9756,7207.5225,6876.96,4424,6671.96
T000443,1990-07-31,6063.5005,6068.041,5956.554,6056.743,6045.6104,5979.2017,6044.031,6098.038,6017.406,5974.2,6009.0,4430,5829.0
T000443,1990-10-31,6040.5684,6046.786,5941.715,6078.313,6043.888,6010.1216,6012.997,6110.8726,6018.8643,5974.5303,6059.0,4432,5855.0
T000443,1991-01-31,6110.255,6123.4526,6036.1406,6156.6655,6150.117,6096.0254,6070.9526,6113.248,6062.866,6013.342,6175.0,4434,5993.5
T000444,1990-07-31,6639.4224,6632.809,6568.579,6373.031,6708.4404,6454.8135,6505.343,6794.365,6593.795,6490.945,6613.5,4440,6335.5
T000444,1990-10-31,6400.5425,6389.999,6333.015,6778.1436,6431.677,6334.315,6608.8,6707.6196,6465.7583,6429.906,6311.5,4442,6046.0
T000444,1991-01-31,7225.592,7201.7437,6855.628,6582.1616,6950.5747,7116.9175,6379.5137,6500.3257,6967.5557,6542.011,7435.5,4444,7014.0
T000445,1990-07-31,6045.665,6050.8633,5934.695,6062.9175,6014.4814,5962.9536,6033.5923,6047.5386,5936.146,5924.633,6034.0,4450,5850.5
T000445,1990-10-31,6059.4106,6062.2505,5963.318,6057.0386,6061.698,6031.1616,6033.1973,6112.9653,6035.5273,5981.4883,6040.0,4452,5840.5
T000445,1991-01-31,6078.796,6086.562,5979.51,6121.7266,6082.769,6059.1763,6046.573,6120.3965,6052.53,5996.038,6060.5,4454,5894.0
T000446,1990-07-31,5477.335,5460.8267,5395.245,5492.31,5492.855,5434.6636,5428.1436,5600.748,5464.05,5469.8535,5451.0,4460,5438.0
T000446,1990-10-31,5456.2227,5474.5356,5341.1216,5610.9805,5417.4546,5404.538,5452.791,5535.0884,5446.1196,5462.931,5436.5,4462,5389.5
T000446,1991-01-31,5622.0767,5578.869,5500.491,5568.9937,5617.4517,5667.704,5453.3013,5504.111,5637.9937,5488.759,5663.0,4464,5645.0
T000447,1990-07-31,5263.255,5235.7217,5168.414,5258.7227,5269.3896,5226.427,5173.522,5320.7944,5266.324,5252.785,5281.5,4470,5301.5
T000447,1990-10-31,5229.9688,5245.5674,5121.7754,5391.965,5186.128,5146.284,5273.2163,5319.3936,5198.8174,5234.991,5147.0,4472,5136.5
T000447,1991-01-31,5318.6846,5266.5537,5199.6436,5272.689,5311.8945,5362.3853,5161.093,5271.052,5330.971,5229.9785,5442.5,4474,5354.5
T000448,1990-07-31,6228.052,6231.718,6104.504,6220.703,6189.6963,6136.0767,6207.776,6253.492,6148.98,6118.2935,6239.0,4480,5967.5
T000448,1990-10-31,6283.711,6291.2026,6183.1504,6271.2266,6288.8496,6271.229,6243.596,6306.41,6274.829,6189.6104,6218.0,4482,6010.5
T000448,1991-01-31,6263.691,6274.2744,6188.1313,6308.899,6305.045,6243.741,6228.6167,6309.341,6224.5156,6196.1846,6295.5,4484,6129.5
T000449,1990-07-31,4387.9404,4449.565,4514.0146,4805.3057,4600.13,4421.799,4807.336,4678.7866,4488.537,4433.619,4559.28,4490,4204.9
T000449,1990-10-31,4981.9614,4968.379,4825.036,4556.3975,4939.663,4937.179,4590.127,4701.979,4936.249,4588.874,5075.78,4492,4702.82
T000449,1991-01-31,4599.5503,4652.2266,4731.9805,4998.6304,4824.924,4668.9746,5055.5483,4910.328,4690.724,4617.831,4763.44,4494,4344.02
T000450,1990-07-31,5190.255,5325.3926,5038.8203,4663.4414,5002.0264,4960.4053,4260.3345,4065.3828,4973.6294,4427.904,6049.45,4500,5070.3
T000450,1990-10-31,5584.0723,5717.762,5532.871,5376.5005,5644.1655,5933.471,6010.835,5100.1255,5756.796,4762.669,5246.95,4502,4855.05
T000450,1991-01-31,4486.4497,4499.239,4554.5767,4619.8564,4499.3555,4350.653,5163.762,5670.552,4596.8467,4772.007,3645.45,4504,3875.25
T000451,1990-07-31,5534.077,5560.763,5460.794,5498.2456,5540.6514,5531.555,5491.855,5398.2954,5503.5327,5301.0376,5587.8,4510,5258.7
T000451,1990-10-31,5585.977,5624.179,5560.6543,5494.9883,5653.622,5539.2505,5585.1157,5587.3013,5590.146,5502.4365,5599.2,4512,5272.4
T000451,1991-01-31,5592.527,5640.023,5487.2534,5580.293,5565.2954,5507.571,5595.704,5671.527,5570.4043,5466.3896,5565.2,4514,5176.9
T000452,1990-07-31,5791.7837,5808.3125,5695.198,6008.7695,5776.637,5672.8013,5860.847,5899.1304,5791.0493,5734.4233,5814.6,4520,5568.9
T000452,1990-10-31,6318.412,6201.186,6048.295,5926.0234,6175.422,6288.0312,5849.066,5879.1123,6168.9785,5824.3584,6616.6,4522,6094.2
T000452,1991-01-31,6192.7173,6238.3145,6219.222,6389.246,6349.98,6250.165,6587.2554,6302.1343,6179.6494,6008.9263,5765.6,4524,5712.7
T000453,1990-07-31,4487.843,4524.1943,4376.1494,4525.556,4443.695,4474.4385,4443.259,4336.2163,4459.357,4240.047,4629.82,4530,4217.79
T000453,1990-10-31,4772.923,4794.2056,4752.6304,4513.962,4849.891,4691.3804,4642.0337,4546.3833,4808.951,4490.0205,4832.81,4532,4487.61
T000453,1991-01-31,4485.7715,4542.377,4539.4736,4663.2666,4605.3564,4513.869,4805.0835,4800.6284,4515.7217,4502.7407,4329.55,4534,4089.69
T000454,1990-07-31,6995.863,7057.8164,6413.011,6430.909,6365.994,6536.302,5165.442,4934.796,6703.228,5888.4106,6531.0,4540,6349.0
T000454,1990-10-31,8012.4634,8368.748,8273.74,6365.324,8253.013,7385.0327,6601.5293,5633.295,8128.5977,6427.107,8096.0,4542,8042.5
T000454,1991-01-31,4711.717,4542.703,4724.8154,6678.5693,4779.8184,4842.8,7808.7827,7450.319,4988.752,5980.658,3965.0,4544,4441.0
T000455,1990-07-31,5535.1187,5539.587,5480.6855,5813.478,5555.48,5466.8247,5697.136,5744.6553,5556.6763,5531.033,5525.2,4550,5264.7
T000455,1990-10-31,6139.3184,6056.772,5844.417,5680.649,5955.579,6079.5996,5569.822,5650.8657,5938.9814,5605.193,6141.7,4552,5911.75
T000455,1991-01-31,5765.9785,5842.2227,5810.052,6060.144,5903.251,5726.9453,6115.8315,5928.9194,5741.275,5686.916,5719.3,4554,5553.85
T000456,1990-07-31,6229.4546,6272.276,6110.792,5860.913,6010.745,5523.519,5217.1973,4017.9805,6149.3193,5256.6826,6388.0,4560,6034.8
T000456,1990-10-31,5913.0674,5884.096,6014.4746,5224.1597,5890.6265,5818.342,6298.6167,5609.1016,5939.5845,5048.2705,5989.0,4562,5742.8
T000456,1991-01-31,2738.438,2796.3857,3635.1897,5145.871,3835.7466,3660.8696,5777.217,6377.346,4096.6157,4693.7686,2670.8,4564,2651.0
T000457,1990-07-31,3548.2776,3560.1099,3500.1055,3569.887,3565.8647,3552.224,3513.3586,3523.7646,3516.9956,3460.2417,3645.92,4570,3465.4
T000457,1990-10-31,3678.944,3690.4094,3639.0464,3634.285,3697.185,3683.991,3648.555,3613.4067,3660.1816,3573.9546,3682.82,4572,3519.74
T000457,1991-01-31,3687.216,3704.0256,3619.919,3647.2354,3668.4744,3606.9265,3677.2961,3708.635,3653.127,3603.0095,3589.54,4574,3450.0
T000458,1990-07-31,5416.9395,5427.114,5409.1973,5770.001,5472.39,5447.1445,5699.3975,5839.2295,5484.808,5557.748,5512.0,4580,5196.0
T000458,1990-10-31,5898.8716,5902.3438,5780.621,5709.572,5906.1885,5834.4326,5559.818,5670.1924,5727.5986,5610.362,6188.0,4582,5822.0
T000458,1991-01-31,6102.188,6106.747,6024.2334,6123.5913,6100.2295,6113.292,6179.826,5931.9756,6065.5557,5760.912,5524.0,4584,5718.0
T000459,1990-07-31,6143.317,6111.1846,5878.3906,6151.354,5947.5737,5757.7715,5808.776,5515.8516,6030.096,5808.979,6097.0,4590,5874.2
T000459,1990-10-31,6416.508,6469.3213,6468.4346,5893.536,6545.924,6179.402,6103.3564,5921.4375,6420.297,5798.81,6481.6,4592,6277.2
T000459,1991-01-31,5221.531,5193.1113,5464.325,6126.789,5597.5127,5401.589,6390.801,6414.896,5487.2437,5754.348,5187.8,4594,5005.0
T000460,1990-07-31,7386.7373,7407.6567,7104.635,7410.93,7224.117,7244.58,7158.2256,7030.6685,7303.524,7051.3433,7420.86,4600,7068.1
T000460,1990-10-31,7749.013,7766.3496,7643.2983,7329.5117,7779.671,7641.6797,7436.144,7308.716,7763.513,7180.416,7772.28,4602,7466.36
T000460,1991-01-31,7037.125,7124.319,7177.714,7526.4263,7314.1616,7025.624,7714.3833,7716.636,7058.9756,7207.5225,6876.96,4604,6671.96
T000461,1990-07-31,6653.7197,6658.6543,6565.6006,6560.26,6685.0645,6648.7915,6591.018,6623.207,6643.825,6528.511,6767.2,4610,6275.8
T000461,1990-10-31,6869.4443,6865.9707,6718.1304,6736.7373,6823.7383,6850.27,6773.642,6756.831,6844.7036,6674.661,6885.8,4612,6335.0
T000461,1991-01-31,6989.1875,6990.6353,6904.374,6841.467,7035.487,6980.9746,6899.5083,6896.0264,6979.5957,6826.374,6891.0,4614,6519.8
T000462,1990-07-31,7174.3047,7177.6436,7058.28,7364.042,7181.4297,7237.6084,7141.3477,7444.519,7197.9536,7323.641,6954.8,4620,7264.0
T000462,1990-10-31,7032.8794,7025.811,6965.8823,7364.068,7082.607,7025.477,6975.206,7168.374,7116.5986,7286.3564,6675.2,4622,7465.2
T000462,1991-01-31,6621.55,6637.0723,6681.823,7102.4565,6803.009,6618.1143,6677.257,6926.8047,6672.6206,7143.813,6450.6,4624,7531.8
T000463,1990-07-31,8692.592,8683.727,8484.313,8537.517,8603.43,8690.91,8594.54,8563.273,8640.883,8458.648,8509.4,4630,8041.4
T000463,1990-10-31,8605.606,8596.844,8494.572,8523.592,8659.844,8558.193,8521.999,8648.444,8552.782,8451.554,8487.8,4632,8203.0
T000463,1991-01-31,8556.746,8564.192,8409.753,8642.903,8559.841,8539.654,8501.751,8620.854,8542.09,8429.324,8106.8,4634,8318.4
T000464,1990-07-31,8625.716,8640.078,8488.07,8598.091,8617.074,8481.996,8604.193,8700.673,8565.558,8494.037,8491.2,4640,8267.0
T000464,1990-10-31,8536.85,8542.797,8385.327,8625.1045,8530.819,8451.753,8498.083,8673.89,8518.51,8457.662,8502.0,4642,8298.4
T000464,1991-01-31,8611.334,8620.159,8503.17,8707.803,8673.529,8633.644,8525.373,8609.805,8545.106,8499.098,8309.0,4644,8579.2
T000465,1990-07-31,6712.9736,6719.955,6626.133,6745.4517,6745.666,6701.601,6682.9023,6759.204,6704.753,6653.7886,6692.96,4650,6548.88
T000465,1990-10-31,6724.068,6729.3545,6623.203,6790.624,6738.0938,6709.983,6697.975,6776.051,6705.9917,6666.352,6672.04,4652,6597.24
T000465,1991-01-31,6702.116,6708.737,6614.9146,6793.216,6735.7173,6693.2544,6678.122,6772.1206,6674.01,6672.077,6640.76,4654,6671.8
T000466,1990-07-31,6749.02,6754.566,6653.8486,6847.704,6767.247,6723.467,6742.812,6875.376,6732.4165,6745.6084,6758.64,4660,6711.68
T000466,1990-10-31,6783.0176,6788.696,6666.155,6901.433,6774.791,6768.4194,6762.065,6851.287,6779.2314,6741.5737,6708.64,4662,6726.88
T000466,1991-01-31,6749.24,6751.6743,6664.077,6860.864,6790.3633,6793.2163,6715.3286,6823.2324,6784.3984,6758.291,6579.52,4664,6823.76
T000467,1990-07-31,5600.6147,5597.5356,5535.7515,5642.3423,5643.6807,5615.8643,5566.8433,5673.832,5625.263,5572.402,5690.0,4670,5564.4
T000467,1990-10-31,5716.5176,5722.8623,5592.642,5764.561,5671.799,5664.061,5689.7197,5709.524,5649.892,5581.922,5739.8,4672,5531.4
T000467,1991-01-31,5787.77,5790.7188,5734.9277,5768.222,5844.8496,5792.104,5746.87,5777.492,5774.65,5712.659,5695.2,4674,5650.4
T000468,1990-07-31,6331.5767,6344.082,6249.5195,6577.1606,6343.592,6329.8496,6342.4688,6607.0117,6357.406,6572.191,6228.0,4680,6524.4
T000468,1990-10-31,6278.192,6281.8438,6222.302,6568.048,6326.6504,6232.794,6242.1484,6392.6123,6318.195,6489.641,6058.0,4682,6669.2
T000468,1991-01-31,6004.552,6023.1357,6033.6323,6374.63,6126.4937,5988.8105,6054.4727,6241.6597,6037.8667,6393.702,5943.0,4684,6660.0
T000469,1990-07-31,8604.334,8592.794,8397.606,8349.689,8520.373,8581.248,8462.602,8361.066,8558.808,8302.732,8303.6,4690,7771.4
T000469,1990-10-31,8438.721,8401.6455,8325.365,8289.428,8498.446,8373.03,8319.289,8464.252,8359.019,8247.17,8067.6,4692,7985.6
T000469,1991-01-31,8130.3384,8125.0073,7977.787,8325.0205,8121.347,8133.745,8082.1104,8317.117,8207.543,8154.38,7884.2,4694,8073.6
T000470,1990-07-31,9017.849,9021.803,8872.087,8996.628,9017.809,9026.235,8966.065,9009.255,9007.174,8907.234,8810.6,4700,8666.8
T000470,1990-10-31,8849.31,8850.331,8719.867,8942.9,8875.893,8843.18,8815.758,9005.97,8830.721,8809.122,8595.8,4702,8714.8
T000470,1991-01-31,8646.789,8641.499,8523.702,8904.695,8672.721,8648.447,8608.868,8838.251,8733.303,8796.068,8577.0,4704,8831.2
T000471,1990-07-31,5666.546,5670.807,5584.0234,5765.1035,5678.9478,5665.326,5658.692,5750.8516,5664.6685,5665.703,5621.36,4710,5661.68
T000471,1990-10-31,5631.3877,5634.8765,5548.1177,5753.946,5640.766,5622.4854,5622.9263,5721.68,5632.9937,5658.209,5558.16,4712,5671.24
T000471,1991-01-31,5557.179,5567.125,5492.132,5714.7793,5583.995,5545.1133,5559.6265,5672.2017,5564.3223,5632.496,5477.92,4714,5685.16
T000472,1990-07-31,5651.4814,5656.6772,5579.756,5702.9897,5681.696,5640.273,5629.9863,5712.954,5633.9727,5615.9727,5583.5,4720,5567.0
T000472,1990-10-31,5602.7236,5606.185,5517.2,5709.295,5611.79,5603.659,5587.302,5685.392,5618.406,5602.8647,5509.5,4722,5597.0
T000472,1991-01-31,5530.2075,5534.1533,5462.1245,5672.1216,5558.232,5509.571,5514.3784,5626.7046,5548.533,5595.427,5427.0,4724,5654.5
T000473,1990-07-31,5053.197,5068.4434,4993.4907,5208.7837,5068.6157,5061.0034,5077.421,5193.9214,5080.637,5158.91,5124.0,4730,5173.5
T000473,1990-10-31,5128.836,5131.414,5037.245,5236.853,5112.7627,5117.9653,5122.0156,5181.1494,5123.4414,5142.0796,5260.5,4732,5136.0
T000473,1991-01-31,5284.5303,5291.313,5211.3174,5288.9473,5292.306,5276.6772,5260.266,5256.803,5272.1416,5175.3936,5141.0,4734,5151.5
T000474,1990-07-31,4790.6367,4796.0757,4718.7734,4867.1313,4789.644,4769.033,4798.402,4897.0786,4780.377,4798.252,4818.5,4740,4769.5
T000474,1990-10-31,4835.5884,4839.1377,4743.5645,4911.701,4818.289,4797.1816,4819.8867,4883.5176,4818.2847,4792.9927,4945.5,4742,4761.0
T000474,1991-01-31,4987.069,5004.903,4933.2275,4981.7925,5019.5894,4993.817,4951.9727,4940.1772,4962.8516,4885.322,4844.0,4744,4857.5
T000475,1990-07-31,7144.3325,7161.1924,7018.3823,7362.3936,7105.331,7171.9033,7160.34,7290.628,7188.7925,7281.71,7070.8,4750,7295.6
T000475,1990-10-31,7037.667,7058.825,6966.3066,7264.0596,7077.392,7039.8135,7066.6167,7228.462,7064.1504,7186.402,7345.6,4752,7246.4
T000475,1991-01-31,7374.278,7372.977,7220.305,7419.7676,7315.365,7293.7275,7340.282,7312.2427,7262.127,7189.1787,6440.0,4754,7175.0
T000476,1990-07-31,7921.28,7934.048,7814.3706,7960.126,7956.003,7906.4087,7873.0127,7923.9565,7887.1943,7797.103,7810.8,4760,7701.6
T000476,1990-10-31,7848.659,7857.365,7757.6025,7936.2363,7904.289,7865.493,7818.4033,7936.16,7847.081,7812.3955,6639.2,4762,7806.4
T000476,1991-01-31,6632.3604,6595.0137,6652.312,7292.3335,6770.4443,6661.074,6642.8857,7369.4307,6786.9946,7585.836,7848.8,4764,7781.6
T000477,1990-07-31,4111.3657,4123.8486,4059.5557,4238.634,4151.819,3986.4773,4070.349,4498.7393,4132.07,4228.723,4656.8,4770,3987.6
T000477,1990-10-31,5100.235,5096.5547,4937.8,4836.798,5012.964,5030.564,4713.601,4417.1445,4958.875,4434.505,4834.0,4772,4644.8
T000477,1991-01-31,4900.2246,4944.4204,4955.949,4659.9014,5031.799,4789.3696,4829.8022,4750.626,4925.165,4605.581,5003.2,4774,4789.2
T000478,1990-07-31,8304.638,8323.375,8120.373,9583.204,8076.7036,8309.988,8227.38,8181.3696,8424.536,9499.904,6505.6,4780,10124.8
T000478,1990-10-31,6800.02,6534.8135,6651.549,7552.1333,6858.1567,5845.2266,6478.2446,7451.1733,6686.4844,8725.689,5030.4,4782,10282.4
T000478,1991-01-31,5237.175,5198.219,5095.8545,6656.1304,5136.541,4826.7974,4844.231,6175.2812,5145.7964,7215.71,4172.0,4784,7500.0
T000479,1990-07-31,5792.502,5787.8516,5717.5254,6148.439,5821.593,5725.054,5741.25,5867.5576,5810.0083,6072.818,5428.4,4790,6292.6
T000479,1990-10-31,5389.077,5362.4126,5455.2188,5799.4355,5554.48,5317.1836,5424.4253,5664.48,5422.499,5927.0957,5122.6,4792,6321.2
T000479,1991-01-31,5058.6206,5077.4062,4918.874,5542.705,4919.965,5048.1206,5083.285,5410.128,5127.313,5621.7676,4953.4,4794,5775.0
T000480,1990-07-31,6981.0654,6998.783,7006.198,7390.367,7128.3184,6975.2485,6978.8574,7303.3467,7103.998,7416.327,6666.6,4800,7702.6
T000480,1990-10-31,6551.202,6573.184,6525.7295,7201.662,6667.187,6582.904,6656.985,6961.2817,6632.532,7202.8394,6395.2,4802,7540.4
T000480,1991-01-31,6265.746,6286.2104,6308.7314,6894.6953,6422.3955,6281.62,6382.5405,6656.8003,6343.3125,6986.764,6334.4,4804,7415.6
T000481,1990-07-31,8378.928,8371.666,8299.036,8191.8115,8514.066,8356.855,8232.178,8480.005,8292.656,8170.92,8330.0,4810,7816.0
T000481,1990-10-31,8567.906,8566.661,8324.212,8549.394,8484.398,8533.97,8364.702,8390.9375,8512.63,8160.685,8224.0,4812,8138.0
T000481,1991-01-31,8635.124,8516.022,8389.061,8422.302,8564.691,8714.793,8254.3,8359.108,8606.134,8327.899,7964.0,4814,8612.0
